Return_ID;Order_ID;Return_Date;Returned_Quantity;Return_Reason
R001675;O0019424;06.03.2025;3;Customer Changed Mind
R001676;O0037896;15.09.2025;3;Customer Changed Mind
R001677;O0034658;27.04.2025;2;Customer Changed Mind
R001678;O0034070;25.12.2025;2;Wrong Item
R001679;O0055020;31.10.2025;2;Damaged
R001680;O0048467;05.05.2025;2;Damaged
R001681;O0053625;13.09.2025;3;Customer Changed Mind
R001682;O0025179;08.05.2025;2;Damaged
R001683;O0036126;19.11.2025;2;Customer Changed Mind
R001684;O0009113;04.09.2025;2;Damaged
R001685;O0023449;09.02.2025;1;Wrong Item
R001686;O0044119;26.02.2025;1;Other
R001687;O0020380;21.06.2025;1;Damaged
R001688;O0008303;29.06.2025;1;Late Delivery
R001689;O0048002;10.06.2026;3;Late Delivery
R001690;O0019709;24.02.2025;1;Customer Changed Mind
R001691;O0027043;05.02.2025;3;Customer Changed Mind
R001692;O0032953;31.03.2026;3;Late Delivery
R001693;O0030166;10.01.2026;1;Damaged
R001694;O0033548;23.09.2025;1;Late Delivery
R001695;O0025255;24.05.2025;2;Damaged
R001696;O0041029;15.07.2025;1;Damaged
R001697;O0041404;03.08.2025;3;Wrong Item
R001698;O0010034;25.03.2026;2;Damaged
R001699;O0043218;22.09.2025;3;Damaged
R001700;O0034776;22.10.2025;3;Wrong Item
R001701;O0031209;24.08.2025;1;Customer Changed Mind
R001702;O0019076;30.04.2025;2;Customer Changed Mind
R001703;O0059386;10.01.2026;1;Customer Changed Mind
R001704;O0023799;11.09.2025;3;Damaged
R001705;O0035044;07.07.2026;1;Wrong Item
R001706;O0055533;23.09.2025;1;Other
R001707;O0058419;18.12.2025;2;Other
R001708;O0037530;28.06.2026;2;Wrong Item
R001709;O0012455;31.12.2025;3;Damaged
R001710;O0003099;01.12.2025;1;Customer Changed Mind
R001711;O0023828;01.03.2026;3;Late Delivery
R001712;O0041996;05.04.2025;3;Customer Changed Mind
R001713;O0037980;29.05.2025;2;Other
R001714;O0005638;16.03.2025;2;Customer Changed Mind
R001715;O0023008;25.11.2025;1;Other
R001716;O0038370;10.04.2026;1;Customer Changed Mind
R001717;O0033671;25.02.2025;3;Damaged
R001718;O0024612;10.01.2026;3;Other
R001719;O0053920;21.06.2026;2;Late Delivery
R001720;O0042348;24.03.2026;2;Customer Changed Mind
R001721;O0034251;09.07.2026;3;Customer Changed Mind
R001722;O0001522;10.03.2026;2;Damaged
R001723;O0056775;04.01.2026;3;Other
R001724;O0043115;04.11.2025;1;Customer Changed Mind
R001725;O0041420;29.04.2026;2;Wrong Item
R001726;O0033877;01.03.2025;3;Wrong Item
R001727;O0002715;07.05.2025;3;Damaged
R001728;O0035476;05.07.2026;1;Wrong Item
R001729;O0036379;01.02.2026;2;Customer Changed Mind
R001730;O9999999;10.07.2026;1;Other
R001731;O0035187;04.07.2026;3;Customer Changed Mind
R001732;O0055833;11.05.2026;3;Late Delivery
R001733;O0007180;03.05.2025;1;Customer Changed Mind
R001734;O0020523;09.12.2025;1;Late Delivery
R001735;O0027328;12.02.2025;1;Customer Changed Mind
R001736;O0053267;22.08.2025;3;Wrong Item
R001737;O0023850;10.03.2025;2;Other
R001738;O0012591;26.05.2026;3;Damaged
R001739;O0053373;31.10.2025;1;Damaged
R001740;O0024047;18.06.2026;3;Other
R001741;O0027502;29.06.2026;1;Damaged
R001742;O0019475;21.03.2025;1;Late Delivery
R001743;O0016098;11.11.2025;3;Customer Changed Mind
R001744;O0018676;11.07.2025;2;Late Delivery
R001745;O0054751;01.09.2025;1;Late Delivery
R001746;O9999999;31.05.2026;1;Wrong Item
R001747;O0004062;10.12.2025;1;Customer Changed Mind
R001748;O0008378;12.06.2025;2;Damaged
R001749;O0037244;19.04.2026;2;Wrong Item
R001750;O0001133;29.03.2025;1;Customer Changed Mind
R001751;O0007230;05.08.2025;1;Damaged
R001752;O0058185;09.01.2026;2;Customer Changed Mind
R001753;O0008573;07.03.2026;1;Damaged
R001754;O0004955;27.04.2026;3;Customer Changed Mind
R001755;O0048457;08.05.2026;2;Late Delivery
R001756;O0003701;05.06.2026;2;Wrong Item
R001757;O0003547;26.06.2026;2;Customer Changed Mind
R001758;O0010671;16.02.2026;2;Damaged
R001759;O0027166;08.04.2025;3;Customer Changed Mind
R001760;O0023612;12.02.2025;1;Late Delivery
R001761;O0007789;10.04.2025;3;Customer Changed Mind
R001762;O0020583;14.02.2026;2;Other
R001763;O0013556;02.02.2025;1;Other
R001764;O0052588;02.08.2025;2;Wrong Item
R001765;O0040487;22.01.2026;3;Late Delivery
R001766;O0043295;28.02.2026;3;Damaged
R001767;O0014624;23.07.2025;2;Customer Changed Mind
R001768;O0028410;11.11.2025;1;Late Delivery
R001769;O0031934;07.04.2026;1;Late Delivery
R001770;O0024999;17.01.2026;2;Customer Changed Mind
R001771;O0046986;17.06.2025;1;Other
R001772;O0015580;10.05.2025;3;Other
R001773;O9999999;16.02.2026;2;Customer Changed Mind
R001774;O0057000;06.04.2025;1;Customer Changed Mind
R001775;O0013817;09.10.2025;2;Damaged
R001776;O0027393;07.06.2026;3;Other
R001777;O0023747;30.09.2025;1;Customer Changed Mind
R001778;O0035619;29.04.2025;2;Wrong Item
R001779;O0027466;24.06.2025;2;Other
R001780;O0030791;13.08.2025;1;Damaged
R001781;O0042407;03.07.2025;2;Customer Changed Mind
R001782;O0029011;10.12.2025;2;Other
R001783;O0017406;16.06.2025;3;Other
R001784;O0054857;14.07.2026;3;Customer Changed Mind
R001785;O0012156;22.09.2025;2;Customer Changed Mind
R001786;O0032030;03.05.2026;3;Wrong Item
R001787;O0018782;27.06.2025;1;Customer Changed Mind
R001788;O0029877;02.12.2025;3;Wrong Item
R001789;O0024360;08.03.2025;2;Customer Changed Mind
R001790;O0041366;02.06.2026;1;Damaged
R001791;O0054679;05.06.2026;3;Damaged
R001792;O0039378;01.06.2025;2;Wrong Item
R001793;O0020897;09.07.2025;1;Damaged
R001794;O0001894;25.01.2026;3;Damaged
R001795;O0029094;03.10.2025;2;Customer Changed Mind
R001796;O0051705;03.04.2026;1;Damaged
R001797;O0046089;08.05.2026;2;Wrong Item
R001798;O0046254;05.06.2025;2;Wrong Item
R001799;O0000895;13.12.2025;1;Customer Changed Mind
R001800;O0057411;21.09.2025;1;Wrong Item
R001801;O0014204;10.03.2026;3;Wrong Item
R001802;O0030165;18.06.2026;2;Wrong Item
R001803;O0009223;18.12.2025;3;Other
R001804;O0045461;04.02.2026;2;Wrong Item
R001805;O0055993;01.05.2025;1;Customer Changed Mind
R001806;O0012848;03.11.2025;3;Customer Changed Mind
R001807;O0057361;25.05.2025;3;Late Delivery
R001808;O0000186;25.01.2026;3;Other
R001809;O0024693;10.03.2025;2;Customer Changed Mind
R001810;O0011455;09.05.2026;3;Customer Changed Mind
R001811;O0035230;01.06.2025;2;Damaged
R001812;O0046054;27.04.2026;3;Wrong Item
R001813;O0022473;21.06.2026;1;Customer Changed Mind
R001814;O0048412;30.08.2025;1;Customer Changed Mind
R001815;O0018426;05.07.2026;1;Damaged
R001816;O0051905;20.05.2026;3;Customer Changed Mind
R001817;O0009005;20.04.2025;1;Wrong Item
R001818;O0002146;19.02.2026;2;Wrong Item
R001819;O0046002;18.02.2026;1;Wrong Item
R001820;O0027587;30.04.2026;3;Damaged
R001821;O0052984;20.03.2025;1;Other
R001822;O0022975;05.10.2025;2;Customer Changed Mind
R001823;O0015287;09.05.2026;3;Customer Changed Mind
R001824;O0048719;05.08.2025;1;Customer Changed Mind
R001825;O0019117;15.05.2026;2;Late Delivery
R001826;O0036474;13.12.2025;2;Late Delivery
R001827;O0020408;12.08.2025;3;Late Delivery
R001828;O0033920;19.01.2026;2;Customer Changed Mind
R001829;O0029250;06.03.2025;1;Customer Changed Mind
R001830;O0028539;10.02.2025;2;Customer Changed Mind
R001831;O0022411;29.10.2025;1;Late Delivery
R001832;O0030206;15.10.2025;2;Damaged
R001833;O0012892;28.03.2025;3;Customer Changed Mind
R001834;O0024882;10.07.2025;1;Customer Changed Mind
R001835;O0010957;14.06.2026;3;Late Delivery
R001836;O0026722;05.06.2025;2;Wrong Item
R001837;O0012827;03.06.2026;1;Customer Changed Mind
R001838;O0032465;09.07.2025;3;Other
R001839;O0014043;30.06.2025;3;Damaged
R001840;O0031950;13.02.2025;1;Wrong Item
R001841;O0003195;23.09.2025;1;Damaged
R001842;O0009496;05.03.2026;1;Damaged
R001843;O0033734;02.10.2025;1;Wrong Item
R001844;O0032359;28.09.2025;2;Customer Changed Mind
R001845;O0028809;30.09.2025;2;Wrong Item
R001846;O0042137;13.06.2025;2;Wrong Item
R001847;O0011510;02.03.2025;3;Other
R001848;O0028412;16.08.2025;2;Damaged
R001849;O0059032;19.08.2025;2;Customer Changed Mind
R001850;O0039669;15.06.2026;2;Late Delivery
R001851;O0025601;05.02.2025;3;Damaged
R001852;O0036214;15.04.2025;3;Other
R001853;O0045618;11.01.2026;2;Customer Changed Mind
R001854;O0052421;20.02.2025;-1;Customer Changed Mind
R001855;O0016454;05.07.2025;3;Customer Changed Mind
R001856;O0056064;16.04.2025;3;Customer Changed Mind
R001857;O0048709;18.11.2025;2;Other
R001858;O0055040;01.12.2025;3;Other
R001859;O0007640;17.12.2025;2;Damaged
R001860;O0013417;29.03.2026;2;Customer Changed Mind
R001861;O0016714;02.06.2025;1;Customer Changed Mind
R001862;O0032606;16.02.2025;3;Damaged
R001863;O0057921;11.06.2025;3;Customer Changed Mind
R001864;O0020562;18.05.2026;3;Wrong Item
R001865;O0044178;27.09.2025;1;Other
R001866;O0020013;11.12.2025;3;Damaged
R001867;O0004618;30.04.2026;1;Damaged
R001868;O0045760;24.03.2026;2;Customer Changed Mind
R001869;O0040888;26.07.2025;3;Customer Changed Mind
R001870;O0024379;31.08.2025;1;Wrong Item
R001871;O0040145;02.02.2026;3;Customer Changed Mind
R001872;O0019586;12.05.2025;1;Damaged
R001873;O0024722;01.05.2026;1;Customer Changed Mind
R001874;O0036883;18.06.2025;3;Wrong Item
R001875;O0034242;16.03.2026;1;Wrong Item
R001876;O0046204;13.03.2026;2;Customer Changed Mind
R001877;O0049571;04.08.2025;2;Damaged
R001878;O0031755;25.05.2026;1;Other
R001879;O0038801;29.03.2025;3;Wrong Item
R001880;O0002351;15.08.2025;3;Late Delivery
R001881;O0011487;27.10.2025;3;Wrong Item
R001882;O0002145;11.01.2026;1;Late Delivery
R001883;O0057484;21.03.2025;1;Damaged
R001884;O0004154;01.01.2026;1;Late Delivery
R001885;O0005784;06.07.2025;2;Damaged
R001886;O0045322;17.05.2026;2;Wrong Item
R001887;O0022465;23.03.2026;3;Wrong Item
R001888;O0037589;31.03.2025;1;Wrong Item
R001889;O0040120;27.05.2026;2;Other
R001890;O0032667;04.10.2025;3;Late Delivery
R001891;O0048398;10.02.2025;2;Damaged
R001892;O0052260;24.11.2025;1;Customer Changed Mind
R001893;O0000728;08.06.2026;1;Other
R001894;O0049933;26.06.2026;1;Late Delivery
R001895;O0033637;16.02.2025;2;Customer Changed Mind
R001896;O0047093;05.06.2025;3;Wrong Item
R001897;O0020619;09.05.2025;3;Late Delivery
R001898;O0054922;01.05.2026;1;Customer Changed Mind
R001899;O0016754;07.12.2025;3;Damaged
R001900;O0006877;19.01.2026;2;Damaged
R001901;O0022581;13.12.2025;2;Customer Changed Mind
R001902;O0055092;18.12.2025;2;Customer Changed Mind
R001903;O0040829;05.11.2025;2;Late Delivery
R001904;O0039635;05.05.2026;1;Customer Changed Mind
R001905;O0000010;29.11.2025;2;Wrong Item
R001906;O0011498;27.05.2026;2;Wrong Item
R001907;O0000634;01.03.2026;1;Customer Changed Mind
R001908;O0050773;19.07.2025;1;Damaged
R001909;O0024654;05.02.2026;1;Customer Changed Mind
R001910;O0037814;08.07.2026;3;Late Delivery
R001911;O0019940;03.02.2025;1;Customer Changed Mind
R001912;O0039598;08.08.2025;3;Wrong Item
R001913;O0000098;21.02.2025;1;Customer Changed Mind
R001914;O0032612;12.07.2025;2;Wrong Item
R001915;O0011419;14.01.2026;3;Customer Changed Mind
R001916;O0030672;01.10.2025;1;Late Delivery
R001917;O0048405;03.06.2026;2;Wrong Item
R001918;O0051798;26.07.2025;2;Damaged
R001919;O0029686;10.01.2026;3;Late Delivery
R001920;O0031058;13.04.2026;2;Other
R001921;O0018039;24.07.2025;1;Late Delivery
R001922;O0005499;12.09.2025;2;Damaged
R001923;O0005592;30.04.2026;2;Wrong Item
R001924;O0005568;15.09.2025;1;Wrong Item
R001925;O0030660;13.07.2025;2;Other
R001926;O0034847;12.06.2025;1;Other
R001927;O0056717;03.04.2026;2;Damaged
R001928;O0034802;12.12.2025;3;Customer Changed Mind
R001929;O0047424;26.04.2025;3;Damaged
R001930;O0033931;05.04.2026;3;Customer Changed Mind
R001931;O0052356;22.05.2025;2;Customer Changed Mind
R001932;O0059297;07.05.2025;3;Customer Changed Mind
R001933;O0047277;06.03.2025;1;Damaged
R001934;O0053842;24.04.2025;3;Other
R001935;O0030886;10.12.2025;1;Damaged
R001936;O0049175;18.07.2025;2;Customer Changed Mind
R001937;O0016790;13.04.2025;2;Customer Changed Mind
R001938;O0023350;01.05.2025;3;Late Delivery
R001939;O0026362;15.10.2025;1;Customer Changed Mind
R001940;O0008945;14.03.2025;2;Customer Changed Mind
R001941;O0038692;02.02.2025;2;Late Delivery
R001942;O0027905;14.07.2025;1;Late Delivery
R001943;O0022328;31.07.2025;3;Wrong Item
R001944;O0052872;19.12.2025;2;Customer Changed Mind
R001945;O0049281;25.08.2025;3;Late Delivery
R001946;O0054536;07.02.2025;1;Late Delivery
R001947;O0053729;31.03.2026;1;Wrong Item
R001948;O0021091;03.12.2025;2;Wrong Item
R001949;O0006832;26.08.2025;3;Customer Changed Mind
R001950;O0005086;04.07.2025;3;Late Delivery
R001951;O0005814;01.08.2025;3;Wrong Item
R001952;O0017755;01.04.2026;1;Damaged
R001953;O0043012;01.02.2025;3;Customer Changed Mind
R001954;O0042272;30.11.2025;3;Wrong Item
R001955;O0014629;26.06.2026;3;Other
R001956;O0035644;20.08.2025;1;Late Delivery
R001957;O0035356;10.03.2025;2;Other
R001958;O0041240;21.06.2026;1;Wrong Item
R001959;O0005408;18.05.2025;3;Wrong Item
R001960;O0044815;06.07.2025;3;Late Delivery
R001961;O0052626;24.08.2025;3;Customer Changed Mind
R001962;O0039588;25.03.2026;3;Customer Changed Mind
R001963;O0010491;21.04.2026;1;Wrong Item
R001964;O0006452;15.05.2026;3;Late Delivery
R001965;O0009602;09.07.2025;2;Late Delivery
R001966;O0021322;01.02.2026;3;Customer Changed Mind
R001967;O0054990;23.09.2025;3;Other
R001968;O0058461;13.04.2025;1;Other
R001969;O0033148;19.11.2025;2;Customer Changed Mind
R001970;O0037463;17.08.2025;2;Other
R001971;O0011448;04.03.2025;1;Customer Changed Mind
R001972;O0021501;10.10.2025;2;Customer Changed Mind
R001973;O0025512;06.02.2026;3;Damaged
R001974;O0007776;07.11.2025;3;Damaged
R001975;O0056918;07.05.2025;2;Other
R001976;O0045165;23.02.2025;1;Other
R001977;O0038688;17.04.2025;1;Wrong Item
R001978;O0002275;29.12.2025;2;Other
R001979;O0042855;12.04.2025;2;Customer Changed Mind
R001980;O0023706;03.11.2025;2;Other
R001981;O0046654;01.05.2026;3;Damaged
R001982;O0051208;27.01.2026;1;Customer Changed Mind
R001983;O0044434;18.02.2025;2;Other
R001984;O0055502;13.04.2026;1;Customer Changed Mind
R001985;O0042972;27.02.2025;1;Customer Changed Mind
R001986;O0048068;12.06.2025;2;Other
R001987;O0027957;20.06.2025;3;Customer Changed Mind
R001988;O0016026;13.04.2025;1;Wrong Item
R001989;O0011561;24.12.2025;2;Wrong Item
R001990;O0052155;10.06.2026;3;Damaged
R001991;O0007247;27.04.2025;1;Wrong Item
R001992;O0005081;21.04.2025;1;Customer Changed Mind
R001993;O0017065;14.03.2025;1;Damaged
R001994;O0059567;14.05.2026;1;Customer Changed Mind
R001995;O0059705;30.08.2025;1;Customer Changed Mind
R001996;O0039426;08.02.2026;1;Other
R001997;O0050582;22.05.2026;3;Other
R001998;O0012068;05.07.2026;2;Late Delivery
R001999;O0057512;11.09.2025;2;Customer Changed Mind
R002000;O0020723;24.06.2025;3;Damaged
R002001;O0055356;08.06.2026;1;Damaged
R002002;O0054863;10.09.2025;3;Damaged
R002003;O0017884;08.09.2025;3;Late Delivery
R002004;O0027789;27.02.2026;1;Customer Changed Mind
R002005;O0006632;02.06.2025;1;Late Delivery
R002006;O0008756;08.07.2026;2;Customer Changed Mind
R002007;O0017612;18.09.2025;1;Wrong Item
R002008;O0018820;17.04.2026;1;Late Delivery
R002009;O0053902;05.03.2026;2;Other
R002010;O0014707;24.08.2025;3;Customer Changed Mind
R002011;O0006137;10.07.2025;2;Damaged
R002012;O0013148;08.01.2026;1;Late Delivery
R002013;O0000904;06.05.2025;3;Late Delivery
R002014;O0006633;29.04.2026;2;Other
R002015;O0029625;29.06.2025;2;Other
R002016;O0021482;04.03.2026;2;Damaged
R002017;O0059050;24.10.2025;3;Wrong Item
R002018;O0049687;16.04.2026;1;Damaged
R002019;O0022476;27.09.2025;2;Customer Changed Mind
R002020;O0035887;20.06.2025;3;Wrong Item
R002021;O0016888;22.06.2025;3;Other
R002022;O0010057;03.06.2025;1;Damaged
R002023;O0005150;16.09.2025;3;Customer Changed Mind
R002024;O0006893;30.11.2025;3;Late Delivery
R002025;O0006823;08.05.2026;2;Late Delivery
R002026;O0022176;01.06.2026;3;Wrong Item
R002027;O0052063;10.12.2025;2;Damaged
R002028;O0019797;30.11.2025;1;Wrong Item
R002029;O0044571;28.11.2025;1;Late Delivery
R002030;O0029168;25.02.2025;3;Customer Changed Mind
R002031;O0032626;01.04.2026;1;Customer Changed Mind
R002032;O0054889;12.03.2025;1;Late Delivery
R002033;O0044806;19.10.2025;1;Wrong Item
R002034;O0059750;09.07.2025;2;Wrong Item
R002035;O0028399;30.08.2025;1;Late Delivery
R002036;O0015691;19.02.2026;3;Customer Changed Mind
R002037;O0053173;15.01.2026;3;Customer Changed Mind
R002038;O0056652;13.11.2025;3;Other
R002039;O0001194;10.09.2025;1;Customer Changed Mind
R002040;O0027795;30.07.2025;1;Wrong Item
R002041;O0038490;16.07.2025;1;Customer Changed Mind
R002042;O0053025;27.02.2026;1;Late Delivery
R002043;O0010892;26.06.2026;2;Wrong Item
R002044;O0048586;04.03.2026;3;Damaged
R002045;O0032314;11.10.2025;2;Wrong Item
R002046;O0041953;05.12.2025;2;Damaged
R002047;O0058390;07.03.2026;2;Customer Changed Mind
R002048;O0035628;18.04.2025;1;Customer Changed Mind
R002049;O0004288;28.02.2026;2;Customer Changed Mind
R002050;O0010103;02.07.2026;2;Customer Changed Mind
R002051;O0059799;23.06.2026;1;Late Delivery
R002052;O0056278;02.08.2025;2;Customer Changed Mind
R002053;O0052738;19.02.2026;2;Customer Changed Mind
R002054;O0011349;03.03.2025;2;Wrong Item
R002055;O0040146;20.02.2026;3;Wrong Item
R002056;O0059921;06.10.2025;3;Other
R002057;O0001938;08.08.2025;2;Customer Changed Mind
R002058;O0013760;24.04.2025;1;Wrong Item
R002059;O0032780;08.04.2026;1;Late Delivery
R002060;O0047610;15.01.2026;1;Wrong Item
R002061;O0008800;26.04.2025;3;Damaged
R002062;O0049845;10.08.2025;2;Customer Changed Mind
R002063;O0056303;10.06.2025;1;Customer Changed Mind
R002064;O0042681;02.07.2026;3;Customer Changed Mind
R002065;O0006917;29.03.2025;1;Damaged
R002066;O0036130;12.07.2026;2;Damaged
R002067;O0039314;05.11.2025;3;Damaged
R002068;O0039416;12.07.2025;2;Wrong Item
R002069;O0048797;29.06.2026;1;Damaged
R002070;O0009715;17.04.2026;3;Wrong Item
R002071;O0009142;03.08.2025;1;Customer Changed Mind
R002072;O0020046;15.03.2025;1;Customer Changed Mind
R002073;O0024463;02.05.2025;3;Late Delivery
R002074;O0007091;07.05.2026;1;Other
R002075;O0057101;10.01.2026;1;Late Delivery
R002076;O0054079;30.05.2025;2;Wrong Item
R002077;O0052562;28.11.2025;1;Other
R002078;O0059320;15.09.2025;2;Customer Changed Mind
R002079;O0052331;28.05.2025;2;Customer Changed Mind
R002080;O0006377;05.04.2025;1;Late Delivery
R002081;O0049209;19.11.2025;3;Customer Changed Mind
R002082;O0033448;21.10.2025;1;Damaged
R002083;O0030685;19.06.2026;1;Damaged
R002084;O0044992;13.09.2025;3;Other
R002085;O0010933;17.11.2025;1;Damaged
R002086;O0006148;18.05.2025;3;Wrong Item
R002087;O0012793;09.04.2026;2;Other
R002088;O0024776;07.05.2025;2;Customer Changed Mind
R002089;O0000828;30.05.2025;3;Wrong Item
R002090;O0058540;26.11.2025;1;Wrong Item
R002091;O0043222;06.10.2025;1;Damaged
R002092;O0052859;21.04.2025;2;Damaged
R002093;O0013872;29.05.2026;3;Other
R002094;O0005711;17.04.2026;1;Customer Changed Mind
R002095;O0058979;02.03.2025;1;Damaged
R002096;O0049747;20.03.2025;2;Customer Changed Mind
R002097;O0021553;21.05.2026;2;Wrong Item
R002098;O0017310;12.03.2026;2;Damaged
R002099;O0009215;14.04.2025;1;Wrong Item
R002100;O0002459;17.11.2025;2;Other
R002101;O0009757;24.06.2026;2;Customer Changed Mind
R002102;O0014650;11.04.2025;1;Customer Changed Mind
R002103;O0026302;29.01.2026;2;Other
R002104;O0005159;29.01.2026;2;Other
R002105;O0021533;19.09.2025;1;Damaged
R002106;O0007044;26.02.2025;3;Damaged
R002107;O0051848;01.09.2025;3;Other
R002108;O0051115;11.07.2026;3;Customer Changed Mind
R002109;O0004449;14.04.2026;3;Wrong Item
R002110;O9999999;25.05.2025;1;Late Delivery
R002111;O0046269;28.01.2026;1;Wrong Item
R002112;O0027228;14.05.2026;1;Customer Changed Mind
R002113;O0020793;07.03.2026;2;Damaged
R002114;O0003822;18.04.2025;2;Other
R002115;O0040988;31.12.2025;3;Customer Changed Mind
R002116;O0017947;03.02.2025;1;Customer Changed Mind
R002117;O0047724;21.09.2025;2;Damaged
R002118;O0023239;02.07.2025;3;Wrong Item
R002119;O0000577;17.11.2025;2;Customer Changed Mind
R002120;O0006549;15.05.2026;1;Other
R002121;O0053770;30.10.2025;3;Other
R002122;O0036340;11.02.2026;2;Customer Changed Mind
R002123;O0010258;17.03.2025;3;Damaged
R002124;O0014400;25.11.2025;2;Customer Changed Mind
R002125;O0005382;17.10.2025;2;Late Delivery
R002126;O0022161;11.05.2026;2;Wrong Item
R002127;O0005851;03.05.2026;1;Customer Changed Mind
R002128;O0012708;30.04.2025;1;Wrong Item
R002129;O0046849;19.09.2025;3;Other
R002130;O0029005;02.12.2025;2;Customer Changed Mind
R002131;O0040189;18.02.2026;1;Customer Changed Mind
R002132;O0054958;03.07.2025;1;Customer Changed Mind
R002133;O0032668;15.12.2025;3;Late Delivery
R002134;O0003985;10.04.2026;2;Wrong Item
R002135;O0020276;03.07.2025;2;Wrong Item
R002136;O0034473;22.01.2026;3;Damaged
R002137;O0043230;28.08.2025;1;Customer Changed Mind
R002138;O0041707;03.09.2025;1;Late Delivery
R002139;O0044362;17.08.2025;2;Customer Changed Mind
R002140;O0036840;24.01.2026;2;Customer Changed Mind
R002141;O0056434;03.01.2026;1;Customer Changed Mind
R002142;O0002771;30.09.2025;1;Other
R002143;O0001585;19.05.2025;1;Customer Changed Mind
R002144;O0052212;09.02.2026;3;Customer Changed Mind
R002145;O0057008;19.08.2025;1;Wrong Item
R002146;O0014398;30.01.2026;1;Other
R002147;O0020645;22.11.2025;1;Damaged
R002148;O0032984;08.10.2025;3;Wrong Item
R002149;O0015093;16.02.2025;3;Damaged
R002150;O0002071;20.09.2025;2;Customer Changed Mind
R002151;O0041343;19.07.2025;3;Customer Changed Mind
R002152;O0013197;11.12.2025;1;Customer Changed Mind
R002153;O0030474;20.05.2025;1;Customer Changed Mind
R002154;O0040277;02.07.2025;2;Customer Changed Mind
R002155;O0048443;12.05.2025;1;Other
R002156;O0004195;20.03.2025;2;Other
R002157;O0010777;03.05.2026;2;Damaged
R002158;O0055127;16.06.2025;1;Other
R002159;O0029075;06.06.2026;2;Other
R002160;O0021709;27.12.2025;3;Customer Changed Mind
R002161;O0004199;29.10.2025;1;Wrong Item
R002162;O0041127;12.09.2025;1;Other
R002163;O0004238;28.04.2026;3;Damaged
R002164;O0056301;22.10.2025;3;Wrong Item
R002165;O0055299;13.10.2025;1;Damaged
R002166;O0002704;09.10.2025;2;Damaged
R002167;O0055867;02.07.2026;1;Wrong Item
R002168;O0025612;29.05.2025;1;Customer Changed Mind
R002169;O0004052;04.06.2025;3;Damaged
R002170;O0047827;07.04.2026;1;Customer Changed Mind
R002171;O0012617;10.03.2025;3;Damaged
R002172;O0056183;17.08.2025;2;Customer Changed Mind
R002173;O0041427;12.06.2025;3;Late Delivery
R002174;O0025281;19.11.2025;1;Wrong Item
R002175;O0057412;27.07.2025;3;Customer Changed Mind
R002176;O0050779;04.05.2025;2;Wrong Item
R002177;O0030473;20.07.2025;1;Damaged
R002178;O0038817;07.05.2026;1;Other
R002179;O0059231;30.05.2025;3;Customer Changed Mind
R002180;O0025176;26.05.2026;3;Damaged
R002181;O0009537;06.03.2026;2;Wrong Item
R002182;O0055053;26.05.2026;1;Other
R002183;O0051005;12.12.2025;3;Other
R002184;O0053981;11.03.2025;1;Wrong Item
R002185;O0025414;28.08.2025;1;Customer Changed Mind
R002186;O0031085;11.12.2025;2;Damaged
R002187;O0033169;03.02.2025;2;Customer Changed Mind
R002188;O0008745;01.08.2025;1;Wrong Item
R002189;O0029972;02.08.2025;2;Wrong Item
R002190;O0006796;25.05.2025;3;Damaged
R002191;O0028415;30.08.2025;1;Customer Changed Mind
R002192;O0019882;03.04.2026;2;Other
R002193;O0049137;07.07.2026;1;Damaged
R002194;O0028447;19.03.2025;2;Customer Changed Mind
R002195;O0017618;11.05.2026;3;Other
R002196;O0032613;05.10.2025;2;Customer Changed Mind
R002197;O0004155;16.02.2026;1;Damaged
R002198;O0028063;28.05.2025;3;Wrong Item
R002199;O0017946;14.02.2025;2;Customer Changed Mind
R002200;O0054110;03.07.2025;1;Wrong Item
R002201;O0018892;27.09.2025;2;Damaged
R002202;O0033805;18.03.2025;1;Customer Changed Mind
R002203;O0037151;17.04.2026;1;Wrong Item
R002204;O0008872;25.05.2025;2;Damaged
R002205;O0023889;06.06.2025;2;Damaged
R002206;O0021820;14.09.2025;3;Customer Changed Mind
R002207;O0008723;10.05.2026;1;Late Delivery
R002208;O0009323;27.06.2025;2;Customer Changed Mind
R002209;O0049713;12.11.2025;1;Customer Changed Mind
R002210;O0019767;21.03.2025;1;Customer Changed Mind
R002211;O0056455;17.05.2026;1;Customer Changed Mind
R002212;O0019801;10.11.2025;1;Other
R002213;O0004044;01.06.2025;1;Wrong Item
R002214;O0046234;14.05.2025;2;Other
R002215;O0031668;28.03.2025;1;Damaged
R002216;O0002362;30.11.2025;3;Other
R002217;O0022421;22.11.2025;3;Customer Changed Mind
R002218;O0003911;19.11.2025;-1;Wrong Item
R002219;O0033288;04.07.2025;3;Damaged
R002220;O0002406;23.08.2025;1;Damaged
R002221;O0000787;25.12.2025;1;Customer Changed Mind
R002222;O0050451;09.12.2025;1;Customer Changed Mind
R002223;O0012966;12.01.2026;2;Wrong Item
R002224;O0004994;24.04.2025;1;Damaged
R002225;O0015390;13.05.2026;3;Damaged
R002226;O0002693;06.02.2025;1;Damaged
R002227;O0040728;26.01.2026;3;Wrong Item
R002228;O0057312;24.12.2025;1;Customer Changed Mind
R002229;O0029013;06.05.2026;3;Customer Changed Mind
R002230;O0002024;11.09.2025;2;Other
R002231;O0026378;05.05.2026;2;Customer Changed Mind
R002232;O0002889;24.03.2025;-1;Late Delivery
